active_branches,canonical_declining_slots,canonical_high_slots,declining_node,energy_difference_j,equal_cap,high_node,identity_classification,inverse_allocation_l1,inverse_declining_slots,inverse_high_slots,inverse_local_argmax_agreement,inverse_marginal_q_mae,inverse_projected_allocation_agreement,inverse_projected_allocation_disagreement,kind,optimizer_seed,probe_index,raw_allocation_l1,raw_local_argmax_agreement,raw_marginal_q_mae,raw_projected_action_agreement,round,seed,target_rank
41,,,,,,,fixed_branch_identity,20.0,,,0.36585365853658536,0.3940746486186981,0.5121951219512195,0.4878048780487805,random,3299,18,2.0,0.9512195121951219,0.04252162575721741,0.9512195121951219,20,2300,0
38,,,,,,,fixed_branch_identity,16.0,,,0.5263157894736842,0.34887367486953735,0.5789473684210527,0.42105263157894735,random,3299,19,4.0,0.8947368421052632,0.09310638904571533,0.8947368421052632,21,2300,0
24,0,0,13,0.0,True,5,tie,2.0,0,0,0.9583333333333334,0.04997849464416504,0.9166666666666666,0.08333333333333333,targeted_swap,3299,0,2.0,0.9583333333333334,0.025758318603038788,0.9166666666666666,0,2300,0
26,0,0,85,0.0,True,55,tie,4.0,0,0,0.9230769230769231,0.06012849137187004,0.8461538461538461,0.15384615384615385,targeted_swap,3299,1,4.0,1.0,0.0365377701818943,0.8461538461538461,2,2300,0
26,0,0,85,0.0,True,55,tie,2.0,0,0,0.9230769230769231,0.06069820374250412,0.9230769230769231,0.07692307692307693,targeted_swap,3299,2,2.0,1.0,0.03643213212490082,0.9230769230769231,3,2300,0
31,0,0,78,0.0,True,52,tie,0.0,0,0,1.0,0.02233034558594227,1.0,0.0,targeted_swap,3299,3,0.0,1.0,0.009109876118600368,1.0,4,2300,0
26,0,1,95,0.00017170784453029997,True,77,fixed_branch_identity,4.0,1,0,0.8846153846153846,0.10924597084522247,0.8461538461538461,0.15384615384615385,targeted_swap,3299,4,2.0,0.8846153846153846,0.09125082194805145,0.9230769230769231,5,2300,0
25,0,1,41,0.0012000590129672695,True,95,fixed_branch_identity,2.0,1,0,0.88,0.07876501977443695,0.92,0.08,targeted_swap,3299,5,0.0,0.88,0.05445219576358795,1.0,6,2300,0
26,1,0,50,0.00016072679671019774,True,95,fixed_branch_identity,4.0,0,1,0.8076923076923077,0.07726791501045227,0.8461538461538461,0.15384615384615385,targeted_swap,3299,6,2.0,0.8076923076923077,0.07112214714288712,0.9230769230769231,7,2300,0
58,0,0,76,3.2244890669996806e-05,True,30,tie,0.0,0,0,0.9655172413793104,0.021725386381149292,1.0,0.0,targeted_swap,3299,7,0.0,1.0,0.0040060183964669704,1.0,8,2300,0
