step,reward,done,allocated_slots,target_packets_delivered,target_cluster,target_ch,target_member_count,raw_packets_delivered,weighted_packets_delivered,raw_idle_energy_j,weighted_idle_energy_j,raw_deaths,weighted_deaths,raw_high_harvest_alignment,weighted_high_harvest_alignment,raw_declining_allocation,weighted_declining_allocation,raw_queue_fairness,weighted_queue_fairness,optimizer_seed,checkpoint_sha256,schedule_seed,target_rank,rollout_seed,gamma,discounted_return
10,0.24291625896934105,0,12,12,0,10,64,0.1875,0.35714285714285715,-0.0264,-0.3437500000000001,-0.0,-0.0,0.026041666666666664,0.06510416666666666,-0.020833333333333332,-0.05208333333333333,0.4330051369863014,0.2165025684931507,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,139.9684664802369
11,0.9253378318662281,0,12,12,0,10,24,0.5,0.9523809523809523,-0.0264,-0.3437500000000001,-0.0,-0.0,0.05555555555555555,0.13888888888888887,-0.027777777777777776,-0.06944444444444443,0.49452487008166296,0.24726243504083148,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,141.1369194154218
12,0.0,0,0,0,0,36,0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,141.62786018540967
13,0.5689637637775934,0,12,12,0,15,33,0.36363636363636365,0.6926406926406926,-0.0264,-0.3437500000000001,-0.0,-0.0,0.0404040404040404,0.101010101010101,-0.0404040404040404,-0.101010101010101,0.44014614227380183,0.22007307113690092,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,143.05844463172696
14,0.8976019321466604,0,12,12,0,10,24,0.5,0.9523809523809523,-0.024,-0.3125000000000001,-0.0,-0.0,0.041666666666666664,0.10416666666666666,-0.041666666666666664,-0.10416666666666666,0.5154419595314164,0.2577209797657082,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,143.92876855348422
15,0.5993235179954741,0,12,12,0,15,31,0.3870967741935484,0.7373271889400921,-0.0264,-0.3437500000000001,-0.0,-0.0,0.02150537634408602,0.05376344086021505,-0.04301075268817204,-0.1075268817204301,0.5190195398311943,0.25950976991559715,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,144.47592588013893
16,0.5968148912542428,0,12,12,0,15,35,0.34285714285714286,0.6530612244897959,-0.0264,-0.3437500000000001,-0.0,-0.0,0.03809523809523809,0.09523809523809522,-0.03809523809523809,-0.09523809523809522,0.5750073335288941,0.28750366676444705,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,145.32990137590247
17,0.7321003401360543,0,12,12,0,15,28,0.42857142857142855,0.8163265306122448,-0.0264,-0.3437500000000001,-0.0,-0.0,0.023809523809523808,0.05952380952380952,-0.03571428571428571,-0.08928571428571427,0.5785714285714286,0.2892857142857143,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,146.19503685318003
18,0.47482113625069416,0,12,12,0,15,36,0.3333333333333333,0.6349206349206349,-0.0264,-0.3437500000000001,-0.0,-0.0,0.018518518518518517,0.046296296296296294,-0.05555555555555555,-0.13888888888888887,0.5524861878453039,0.27624309392265195,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,146.93225910408484
19,0.250787887134288,0,12,12,0,15,50,0.24,0.45714285714285713,-0.0264,-0.3437500000000001,-0.0,-0.0,0.013333333333333332,0.033333333333333326,-0.04,-0.09999999999999999,0.40812339331619535,0.20406169665809767,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,147.9368060281153
20,0.48105444425786753,0,12,12,0,15,41,0.2926829268292683,0.5574912891986062,-0.0264,-0.3437500000000001,-0.0,-0.0,0.03252032520325203,0.08130081300813007,-0.024390243902439025,-0.06097560975609756,0.4939759036144578,0.2469879518072289,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,149.17779610200103
21,0.5446695120484869,0,12,12,0,33,38,0.3157894736842105,0.6015037593984962,-0.0264,-0.3437500000000001,-0.0,-0.0,0.043859649122807015,0.10964912280701754,-0.02631578947368421,-0.06578947368421052,0.48611220705436753,0.24305610352718376,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,150.19872894721533
22,0.6626970477238775,0,12,12,0,36,23,0.5217391304347826,0.9937888198757763,-0.026400000000000003,-0.3437500000000001,-0.0,-0.0,0.043478260869565216,0.10869565217391304,-0.08695652173913042,-0.21739130434782603,0.2427077600440286,0.1213538800220143,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,151.16571660117862
23,1.176785714285714,0,12,12,0,36,18,0.6666666666666666,1.2698412698412698,-0.0264,-0.3437500000000001,-0.0,-0.0,0.07407407407407407,0.18518518518518517,-0.07407407407407407,-0.18518518518518517,0.5013888888888889,0.25069444444444444,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,152.0232520741967
24,2.4231885655496765,0,12,12,0,0,10,1.2,2.2857142857142856,-0.0216,-0.2812500000000001,-0.0,-0.0,0.16666666666666666,0.41666666666666663,-0.1,-0.25,0.5041152263374485,0.25205761316872427,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,152.37016804031413
25,1.7363520408163264,0,12,12,0,37,12,1.0,1.9047619047619047,-0.0168,-0.21875000000000006,-0.0,-0.0,0.05555555555555555,0.13888888888888887,-0.13888888888888887,-0.34722222222222215,0.5173469387755102,0.2586734693877551,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,151.461595429055
26,0.9544595644847321,0,12,12,0,10,22,0.5454545454545454,1.0389610389610389,-0.016800000000000002,-0.21875000000000008,-0.0,-0.0,0.0303030303030303,0.07575757575757575,-0.10606060606060605,-0.2651515151515151,0.6472849298352654,0.3236424649176327,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,151.23761958407948
27,0.0,0,0,0,0,12,0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,151.8011717369644
28,0.45263332928179767,0,12,12,0,33,41,0.2926829268292683,0.5574912891986062,-0.0264,-0.3437500000000001,-0.0,-0.0,0.024390243902439025,0.06097560975609756,-0.024390243902439025,-0.06097560975609756,0.4777840801663831,0.23889204008319154,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,153.33451690602465
29,0.8533498925886143,0,12,12,0,36,19,0.631578947368421,1.2030075187969924,-0.0264,-0.3437500000000001,-0.0,-0.0,0.0,0.0,-0.12280701754385963,-0.3070175438596491,0.6022198353025421,0.30110991765127104,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,154.42614502701298
30,1.2354557463245741,0,12,12,0,36,19,0.631578947368421,1.2030075187969924,-0.0264,-0.3437500000000001,-0.0,-0.0,0.07017543859649122,0.17543859649122806,-0.05263157894736842,-0.13157894736842105,0.6646771568095496,0.3323385784047748,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,155.12403548931752
31,0.45843035331671683,0,12,12,0,19,36,0.3333333333333333,0.6349206349206349,-0.0264,-0.3437500000000001,-0.0,-0.0,0.037037037037037035,0.09259259259259259,-0.05555555555555555,-0.13888888888888887,0.4271120293847567,0.21355601469237834,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,155.44300984140702
32,0.31530281031331436,0,12,12,0,10,56,0.21428571428571427,0.4081632653061224,-0.0264,-0.3437500000000001,-0.0,-0.0,0.017857142857142856,0.04464285714285714,-0.023809523809523808,-0.05952380952380952,0.5315409947762889,0.26577049738814446,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,156.5500802910003
33,0.9768441894183945,0,12,12,0,10,21,0.5714285714285714,1.0884353741496597,-0.0264,-0.3437500000000001,-0.0,-0.0,0.047619047619047616,0.11904761904761904,-0.07936507936507936,-0.1984126984126984,0.6230477892676284,0.3115238946338142,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,157.8129065461485
34,1.2023809523809523,0,1,1,0,57,2,0.5,0.9523809523809523,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.5,0.25,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,158.4202650067981
35,2.296376984126984,0,4,4,0,41,3,1.3333333333333333,2.5396825396825395,-0.0007999999999999999,-0.010416666666666668,-0.0,-0.0,0.0,0.0,-0.2222222222222222,-0.5555555555555555,0.6453333333333333,0.32266666666666666,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,158.80594348931024
36,2.1547619047619047,0,2,2,0,41,2,1.0,1.9047619047619047,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.5,0.25,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,158.09047121735682
37,8.714285714285715,0,3,3,0,41,1,3.0,5.714285714285714,-0.0,-0.0,-0.0,-0.0,1.0,2.5,-0.0,-0.0,1.0,0.5,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,157.5108174874696
38,2.7566443758573387,0,7,7,0,19,6,1.1666666666666667,2.2222222222222223,-0.005599999999999999,-0.07291666666666667,-0.0,-0.0,0.16666666666666666,0.41666666666666663,-0.05555555555555555,-0.13888888888888887,0.659122085048011,0.3295610425240055,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,150.2995270436201
39,3.1865036231884054,0,7,7,0,19,5,1.4,2.6666666666666665,-0.005599999999999999,-0.07291666666666667,-0.0,-0.0,0.13333333333333333,0.3333333333333333,-0.06666666666666667,-0.16666666666666666,0.8521739130434782,0.4260869565217391,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,149.03321481592195
40,2.228631507734561,0,12,12,0,19,9,1.3333333333333333,2.5396825396825395,-0.014400000000000001,-0.18750000000000006,-0.0,-0.0,0.07407407407407407,0.18518518518518517,-0.25925925925925924,-0.648148148148148,0.6788238620299689,0.33941193101498446,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,147.31991029569045
41,0.9224163216011041,0,12,12,0,19,20,0.6,1.1428571428571428,-0.0264,-0.3437500000000001,-0.0,-0.0,0.016666666666666666,0.041666666666666664,-0.08333333333333333,-0.20833333333333331,0.5799516908212561,0.28997584541062804,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,146.5568472605615
42,2.642857142857143,0,2,2,0,19,1,2.0,3.8095238095238093,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.6666666666666666,-1.6666666666666665,1.0,0.5,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,147.1054857969297
43,1.992800677583286,0,12,12,0,19,11,1.0909090909090908,2.0779220779220777,-0.019200000000000002,-0.2500000000000001,-0.0,-0.0,0.0303030303030303,0.07575757575757575,-0.09090909090909091,-0.22727272727272727,0.6327875023527197,0.31639375117635987,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,145.92184712532583
44,2.987926808991753,0,6,6,0,19,5,1.2,2.2857142857142856,-0.0036,-0.046875000000000014,-0.0,-0.0,0.2,0.5,-0.06666666666666667,-0.16666666666666666,0.8315083798882682,0.4157541899441341,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,145.38287519973994
45,5.052310866746459,0,7,7,0,26,3,2.3333333333333335,4.444444444444445,-0.0028,-0.03645833333333334,-0.0,-0.0,0.4444444444444444,1.111111111111111,-0.3333333333333333,-0.8333333333333333,0.7330939557151407,0.36654697785757034,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,143.83328120277596
46,3.238095238095238,0,1,1,0,26,1,1.0,1.9047619047619047,-0.0,-0.0,-0.0,-0.0,0.3333333333333333,0.8333333333333333,-0.0,-0.0,1.0,0.5,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,140.18279831922172
47,6.158319805194806,0,9,9,0,26,3,3.0,5.714285714285714,-0.0036,-0.046875000000000014,-0.0,-0.0,0.3333333333333333,0.8333333333333333,-0.3333333333333333,-0.8333333333333333,0.9818181818181818,0.4909090909090909,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,138.32798291022877
48,1.5677916436845007,0,5,5,0,12,7,0.7142857142857143,1.3605442176870748,-0.004,-0.05208333333333335,-0.0,-0.0,0.09523809523809523,0.23809523809523808,-0.14285714285714285,-0.3571428571428571,0.7567567567567568,0.3783783783783784,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,133.50471020710503
49,1.7446329365079365,0,2,2,0,19,3,0.6666666666666666,1.2698412698412698,-0.00039999999999999996,-0.005208333333333334,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.96,0.48,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,133.2696147105258
50,1.4023809523809523,0,1,1,0,12,2,0.5,0.9523809523809523,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9,0.45,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,132.85351694345238
51,1.5702934399566277,0,12,12,0,12,16,0.75,1.4285714285714286,-0.0216,-0.2812500000000001,-0.0,-0.0,0.08333333333333333,0.20833333333333331,-0.041666666666666664,-0.10416666666666666,0.6376106894370651,0.31880534471853256,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,132.77892524350648
52,3.5818327854154215,0,12,12,0,19,4,3.0,5.714285714285714,-0.0072,-0.09375000000000003,-0.0,-0.0,0.0,0.0,-1.0,-2.5,0.9225941422594143,0.46129707112970714,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,132.53397151873722
53,3.431833791208791,0,5,5,0,19,4,1.25,2.380952380952381,-0.002,-0.026041666666666675,-0.0,-0.0,0.3333333333333333,0.8333333333333333,-0.08333333333333333,-0.20833333333333331,0.9038461538461539,0.4519230769230769,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,130.25468558921392
54,0.6982411674347156,0,12,12,0,19,31,0.3870967741935484,0.7373271889400921,-0.0264,-0.3437500000000001,-0.0,-0.0,0.03225806451612903,0.08064516129032258,-0.02150537634408602,-0.05376344086021505,0.5555645161290322,0.2777822580645161,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,128.10389070505568
55,0.7062711342384971,0,12,12,0,19,31,0.3870967741935484,0.7373271889400921,-0.0264,-0.3437500000000001,-0.0,-0.0,0.04301075268817204,0.1075268817204301,-0.03225806451612903,-0.08064516129032258,0.5716244497365952,0.2858122248682976,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,128.69257529052624
56,3.696531521413597,0,9,9,0,57,6,1.5,2.857142857142857,-0.0072,-0.09375000000000003,-0.0,-0.0,0.3333333333333333,0.8333333333333333,-0.1111111111111111,-0.27777777777777773,0.7551662174303684,0.3775831087151842,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,129.27909510736134
57,4.16369153157717,0,5,5,0,19,3,1.6666666666666667,3.1746031746031744,-0.002,-0.026041666666666675,-0.0,-0.0,0.2222222222222222,0.5555555555555555,-0.0,-0.0,0.9191489361702128,0.4595744680851064,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,126.85107432924013
58,0.3578136175886846,0,12,12,0,10,45,0.26666666666666666,0.5079365079365079,-0.0264,-0.3437500000000001,-0.0,-0.0,0.014814814814814814,0.037037037037037035,-0.044444444444444446,-0.1111111111111111,0.5354023674525017,0.26770118372625085,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,123.92664929056865
59,3.0700872747747745,0,7,7,0,26,4,1.75,3.333333333333333,-0.0042,-0.054687500000000014,-0.0,-0.0,0.0,0.0,-0.25,-0.625,0.8328828828828829,0.41644144144144146,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,124.81700573028279
60,0.4340047936827714,0,12,12,0,12,38,0.3157894736842105,0.6015037593984962,-0.0264,-0.3437500000000001,-0.0,-0.0,0.017543859649122806,0.043859649122807015,-0.043859649122807015,-0.10964912280701754,0.4840810159369716,0.2420405079684858,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,122.97668530859394
61,0.6413695603133587,0,12,12,0,26,27,0.4444444444444444,0.8465608465608465,-0.0264,-0.3437500000000001,-0.0,-0.0,0.024691358024691357,0.06172839506172839,-0.07407407407407407,-0.18518518518518517,0.524031007751938,0.262015503875969,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,123.78048536859714
62,5.737191477468181,0,7,7,0,26,3,2.3333333333333335,4.444444444444445,-0.0028,-0.03645833333333334,-0.0,-0.0,0.3333333333333333,0.8333333333333333,-0.0,-0.0,0.9917440660474717,0.49587203302373584,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,124.38294526089271
63,0.5687292960662524,0,12,12,0,7,40,0.3,0.5714285714285714,-0.0264,-0.3437500000000001,-0.0,-0.0,0.05,0.125,-0.025,-0.0625,0.5571014492753623,0.27855072463768116,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,119.84419574083286
64,0.2967524897310107,0,12,12,0,7,53,0.22641509433962265,0.43126684636118595,-0.0264,-0.3437500000000001,-0.0,-0.0,0.012578616352201257,0.03144654088050314,-0.031446540880503145,-0.07861635220125786,0.5128109093811591,0.25640545469057957,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,120.48026913612789
65,7.2205088036290945,0,12,12,0,19,4,3.0,5.714285714285714,-0.0072,-0.09375000000000003,-0.0,-0.0,0.5,1.25,-0.0,-0.0,0.69994617868676,0.34997308934338,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,121.39749156201705
66,1.932705754102589,0,9,9,0,0,7,1.2857142857142858,2.4489795918367347,-0.0108,-0.14062500000000006,-0.0,-0.0,0.0,0.0,-0.33333333333333337,-0.8333333333333334,0.9153689911983751,0.45768449559918756,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,115.3302856145333
67,1.925397578386193,0,8,8,0,7,8,1.0,1.9047619047619047,-0.008,-0.1041666666666667,-0.0,-0.0,0.0,0.0,-0.08333333333333333,-0.20833333333333331,0.6662713472485768,0.3331356736242884,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,114.54300996003103
68,1.7284466296959178,0,5,5,0,7,6,0.8333333333333334,1.5873015873015872,-0.0029999999999999996,-0.03906250000000001,-0.0,-0.0,0.05555555555555555,0.13888888888888887,-0.1111111111111111,-0.27777777777777773,0.6381928625664389,0.31909643128321946,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,113.75516402186346
69,1.0596989416454012,0,12,12,0,7,18,0.6666666666666666,1.2698412698412698,-0.0216,-0.2812500000000001,-0.0,-0.0,0.018518518518518517,0.046296296296296294,-0.1111111111111111,-0.27777777777777773,0.6051783065712258,0.3025891532856129,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,113.15830039612884
70,1.700817352717882,0,12,12,0,0,13,0.9230769230769231,1.7582417582417582,-0.0216,-0.2812500000000001,-0.0,-0.0,0.02564102564102564,0.0641025641025641,-0.07692307692307693,-0.19230769230769232,0.7040614453625044,0.3520307226812522,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,113.23091056008427
71,2.613667354391956,0,10,10,0,0,8,1.25,2.380952380952381,-0.013999999999999999,-0.18229166666666669,-0.0,-0.0,0.08333333333333333,0.20833333333333331,-0.08333333333333333,-0.20833333333333331,0.8300132802124834,0.4150066401062417,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,112.6566598054206
72,3.3422325653447498,0,3,3,0,0,2,1.5,2.857142857142857,-0.0006,-0.007812500000000002,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9858044164037855,0.49290220820189273,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,111.15453782932187
73,2.71046626984127,0,5,5,0,37,4,1.25,2.380952380952381,-0.002,-0.026041666666666675,-0.0,-0.0,0.16666666666666666,0.41666666666666663,-0.16666666666666666,-0.41666666666666663,0.7111111111111111,0.35555555555555557,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,108.90131844846174
74,3.8760842250324252,0,7,7,0,16,4,1.75,3.333333333333333,-0.0042,-0.054687500000000014,-0.0,-0.0,0.25,0.625,-0.16666666666666666,-0.41666666666666663,0.7782101167315175,0.38910505836575876,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,107.26348704911157
75,0.38958803325784064,0,12,12,0,12,43,0.27906976744186046,0.5315614617940199,-0.0264,-0.3437500000000001,-0.0,-0.0,0.015503875968992248,0.03875968992248062,-0.03875968992248062,-0.09689922480620154,0.5198322126950836,0.2599161063475418,2299,F67962F4F48871D7A7BA9446F1E528A6AE381305CED4E9207DB68551392C8049,2300,0,20283804,0.99,104.43172002432237
