candidate,baseline,metric,relative_gain,95_lower,95_upper,family_lower
guard,whole,delivery,0.2689964157706095,0.2288485903158773,0.3126386119337094,0.21849440545606857
guard,whole,efficiency,0.20209980838218522,0.16418467151171037,0.2434894870765704,0.15433727850845666
guard,selective,delivery,0.32206870799103826,0.2945231056174354,0.35056801883715494,0.2869001028292114
guard,selective,efficiency,0.3227957657871523,0.2953046880085967,0.3513086895077065,0.2875435882721023
guard,block,delivery,-0.0008466205728797638,-0.0033741630900676165,0.0011397634990739647,-0.00425835058592979
guard,block,efficiency,-0.04280988516090434,-0.045870888651546704,-0.04000247561294203,-0.046750272549831176
guard,prefix,delivery,-0.0005645730416371508,-0.0014291839359725778,0.0,-0.001729358931139935
guard,prefix,efficiency,-0.00045885788929778126,-0.001302839271797751,0.00011534365232482846,-0.001585515628544682
